iter,max_norm
1,21250.57220898391
2,14242.355876443733
3,4957.473561025312
4,5692.223787205439
5,6956.223477605352
6,6820.954225118767
7,6186.2301967640815
8,5247.086970001852
9,4147.814604402127
10,3205.081712228901
11,2391.1894161879172
12,1691.4340642928873
13,1138.4280487657816
14,731.260883177616
15,449.0585534181737
16,264.0721829283284
17,149.63267367365188
18,83.78238776927174
19,54.20735371383489
20,36.54254799504997
21,35.3790288149321
22,41.14650435876683
23,51.65709155575314
24,76.74254379144986
25,97.93303658229706
26,114.83807366194378
27,127.40946107023046
28,135.81948047000333
29,140.3797751856182
30,141.48602202656912
31,139.57912623100856
32,135.1173083737085
33,128.55570592696313
34,120.33146365897846
35,110.85306508764916
36,100.4930833264807
37,89.5837499476329
38,78.41484886335093
39,67.23349669780873
40,56.24540537527355
41,45.61725422213203
42,38.08932709452347
43,31.55212364117324
44,25.29776831869094
45,19.371950783228385
46,13.80693988033454
47,8.623475556189078
48,11.29675785235304
49,16.568476936634397
50,21.152516193615156
51,25.0812454411207
52,28.391569444022025
53,31.123398125782842
54,33.31839682269492
55,35.018982788489666
56,36.267534004786285
57,37.10577774705598
58,37.57432877205429
59,37.712350003246684
60,37.55731188345817
61,37.14482990055694
62,36.50856301584281
63,35.68015871736861
64,34.68923313340929
65,33.56337702975725
66,32.328180572076235
67,31.007271477254108
68,29.62236260890495
69,28.193306225381093
70,27.68192912422819
71,27.348890546883922
72,26.978217479467276
73,26.579474945436232
74,26.161437510570977
75,25.73210810685123
76,25.298738964265794
77,24.867854743846692
78,24.44527792566805
79,24.03615644693491
80,23.644993512978544
81,23.27567943064787
82,22.93152523918252
83,22.615297856915276
84,22.329256406534114
85,22.07518935322878
86,21.8544520643336
87,21.668004400853533
88,21.516447954578325
89,21.40006257191999
90,21.318841831816826
91,21.272527187567903
92,21.260640523934853
93,21.28251492975687
94,21.33732353130472
95,21.4241062803776
96,21.54179463442415
97,21.689234104618663
98,21.865204687142977
99,22.06843922121334
100,22.297639744792832
101,22.55149193975376
102,22.82867777411593
103,23.127886460046284
104,23.44782385637518
105,23.78722044234746
106,24.1448379966605
107,24.51947510946775
108,24.909971650806256
109,25.315212316418183
110,25.734129360018414
111,26.165704617887968
112,26.60897092006053
113,27.063012974744197
114,27.5269678045006
115,28.000024803492124
116,28.481425477788434
117,28.970462922632578
118,29.466481083494727
119,29.96887384096044
120,30.477083955833223
121,30.990601901212358
122,31.50896460779768
123,32.03175414238649
124,32.5585963356134
125,33.08915937469283
126,33.62315236838185
127,34.16032389740576
128,34.700460552441655
129,35.2433854687406
130,35.78895685872703
131,36.337066546228016
132,36.8876385041076
133,37.44062739626679
134,37.99601712424192
135,38.55381937904167
136,39.11407219777175
137,39.67683852261689
138,40.242204763228074
139,40.81027935887687
140,41.38119133980945
141,41.95508888330369
142,42.53213786348351
143,43.112520388749545
144,43.69643332409032
145,44.284086790983565
146,44.875702638863004
147,45.47151288125315
148,46.07175808394095
149,46.676685697369976
150,47.28654831688618
151,47.901601857010974
152,48.52210361933976
153,49.148310234202654
154,49.780475448293146
155,50.41884772969934
156,51.06366765520943
157,51.71516503897146
158,52.37355575602851
159,53.03903820441337
160,53.711789344699355
161,54.391960241177
162,55.079671021245304
163,55.77500515340944
164,56.47800293217006
165,57.18865403640666
166,57.90688901247631
167,58.63256950787036
168,59.36547705462726
169,60.1053001757391
170,60.85161955039075
171,61.60389094069251
172,62.36142553851823
173,63.12336734672135
174,63.88866716013581
175,64.65605265730119
176,65.42399406028562
177,66.19066476321314
178,66.95389627730765
179,67.7111267921282
180,68.45934261835646
181,69.19501176480844
182,69.91400891865487
183,70.61153117002686
184,71.28200395613385
185,71.91897694516229
186,72.51500995125389
187,73.06154953785881
188,73.54879777542374
189,73.96557574599865
190,74.29918592971808
191,74.53527965344256
192,74.65773844592331
193,74.6485815342603
194,74.48791590559995
195,74.15395039491705
196,73.62310105990036
197,74.43943401200522
198,76.60800572547305
199,78.77295684885758
200,80.91388468188234
201,83.00691660989833
202,85.02462788931734
203,86.93610242614523
204,88.7071754651115
205,90.3008918902051
206,91.67820117466908
207,92.79888854421733
208,93.62271178723313
209,94.11067714991805
210,94.22635227671708
211,93.93708935486211
212,93.21503005690465
213,92.03779686715279
214,90.38884721101203
215,88.25756828785234
216,85.63929522852413
217,85.70591147561208
218,85.14721621767967
219,83.40531164116692
220,80.48929976894578
221,76.45338871092827
222,71.39447131531779
223,65.44627144988044
224,58.77073899086099
225,51.547729502490256
226,43.96416474625585
227,36.20381761378667
228,28.438635042883107
229,20.82217668343219
230,15.104311441682512
231,11.268223616105388
232,11.837905145148397
233,12.276739761320641
234,12.58600635320181
235,16.10814217335428
236,20.328893711033743
237,23.96702666596684
238,27.03728632129787
239,29.560416332635214
240,31.561029510034132
241,33.065897721317015
242,34.10264085572271
243,34.69877861975692
244,34.88110147729458
245,34.67531544927624
246,34.10591746620776
247,33.19626170909032
248,31.968781607138226
249,30.44533595246321
250,28.64765035289747
251,26.5978266037273
252,24.318892373383278
253,21.8353618956462
254,21.03285459819017
255,20.504754423556733
256,19.826948087647907
257,18.987680800666567
258,18.422727081604535
259,19.79144440253731
260,20.860247422679095
261,21.593250586040085
262,21.963014300345094
263,21.952284751008847
264,21.555285188442213
265,20.778420100396033
266,19.64029875487904
267,18.171045711031184
268,16.410935321400757
269,16.676136628899258
270,17.038534768420504
271,17.02458193237544
272,16.64695367218519
273,15.926738335227128
274,14.892423337427317
275,13.57861510690418
276,12.024592240646598
277,10.272793831725721
278,9.935215624980628
279,9.652116637356812
280,9.165545435447711
281,9.6352281881409
282,10.543440546141937
283,11.217329095452442
284,11.660889560647774
285,11.880749958378146
286,11.885584395364276
287,11.68564433589927
288,11.292408207867993
289,11.618520498464932
290,12.623835355159827
291,13.42757358205563
292,14.025752261353773
293,14.417009980927105
294,14.602424770535436
295,14.585361481294967
296,14.371349266322795
297,13.967986971052596
298,13.38487173707108
299,12.633543927615392
300,11.727439617359778
301,10.884161873924313
302,11.077879457938252
303,11.136057059833547
304,11.05609023605939
305,10.83723658065719
306,10.480909541976871
307,11.168580214885878
308,11.730368742049905
309,12.098857461707667
310,12.267363296050462
311,12.2336298814771
312,12.000014669305529
313,11.573500948798028
314,10.965526302054059
315,10.191631784982746
316,9.270948954552296
317,8.225553347045206
318,8.269007061768207
319,8.354991447049542
320,8.268807460714015
321,8.01752796904475
322,7.611393607585342
323,7.063427520784899
324,6.388986902602483
325,5.605274737463333
326,5.281831238098675
327,5.323971405014163
328,5.249137032136787
329,5.215224763844162
330,5.821088142081862
331,6.2973328737862175
332,6.642226672600373
333,6.856023182277568
334,6.940763029124355
335,6.900085725486861
336,6.7390583535743644
337,6.4640240527369315
338,6.138877194083761
339,6.630075715351268
340,7.015099716460099
341,7.2910919575660955
342,7.456798335726489
343,7.5125173436972545
344,7.460045442756382
345,7.302618813002482
346,7.044851022365037
347,6.692665361479158
